"gene1","gene2","pValue","oddsRatio","00","11","01","10","pAdj","Event","pair","event_ratio"
"MUC17","KMT2C",0.256421851983433,1.78248988206684,869,6,79,37,0.382206659662924,"Co_Occurence","KMT2C, MUC17","6/116"
"CDH1","DMD",0.257454405948946,0.468457755182538,819,3,41,128,0.382206659662924,"Mutually_Exclusive","CDH1, DMD","3/169"
"CDH1","SPTA1",0.261230986024156,0.445585413990525,817,3,43,128,0.385979589279191,"Mutually_Exclusive","CDH1, SPTA1","3/171"
"MUC17","NCOR1",0.269198133965768,2.00926219901391,902,4,46,39,0.395879608773189,"Co_Occurence","MUC17, NCOR1","4/85"
"DMD","NCOR1",0.273917494629359,1.95695685312803,901,4,46,40,0.40093310103829,"Co_Occurence","DMD, NCOR1","4/86"
"ZFHX4","KMT2C",0.283520165565013,1.6014302739013,865,6,79,41,0.413006510397956,"Co_Occurence","KMT2C, ZFHX4","6/120"
"SPTA1","NCOR1",0.28480928957043,1.85984489575022,899,4,46,42,0.413006510397956,"Co_Occurence","NCOR1, SPTA1","4/88"
"SPTA1","USH2A",0.290406800183652,1.81816236892278,898,4,47,42,0.418095810019735,"Co_Occurence","SPTA1, USH2A","4/89"
"NEB","FLG",0.290994683773735,1.81432195021437,897,4,52,38,0.418095810019735,"Co_Occurence","FLG, NEB","4/90"
"SPTA1","PTEN",0.30263908187436,1.7402741338319,896,4,49,42,0.432836215495366,"Co_Occurence","PTEN, SPTA1","4/91"
"MAP3K1","USH2A",0.30676132667041,0.427344753544886,858,2,49,82,0.436733096056962,"Mutually_Exclusive","MAP3K1, USH2A","2/131"
"TP53","FLG",0.311126248913131,1.35181794303681,617,23,33,318,0.440938561384823,"Co_Occurence","FLG, TP53","23/351"
"FLG","KMT2C",0.319726439328345,1.56874706204251,857,7,78,49,0.451081319594167,"Co_Occurence","FLG, KMT2C","7/127"
"NCOR1","MUC16",0.330625341005586,1.50155613610795,849,7,92,43,0.464361433996609,"Co_Occurence","MUC16, NCOR1","7/135"
"KMT2C","HMCN1",0.336959220053962,1.47319583281967,854,7,52,78,0.471139849068739,"Co_Occurence","HMCN1, KMT2C","7/130"
"NF1","CDH1",0.339437651840219,1.46004857902467,828,7,124,32,0.472491163474692,"Co_Occurence","CDH1, NF1","7/156"
"PIK3CA","ZFHX4",0.345919167498541,1.34169288336869,627,19,28,317,0.479378003739663,"Co_Occurence","PIK3CA, ZFHX4","19/345"
"NF1","MAP3K1",0.370015322256548,1.62412825380764,873,5,79,34,0.510506791192809,"Co_Occurence","MAP3K1, NF1","5/113"
"SYNE1","PIK3CA",0.373530720651498,1.29752341200926,623,21,315,32,0.513091649246563,"Co_Occurence","PIK3CA, SYNE1","21/347"
"SYNE2","MAP3K1",0.376748746153223,1.5759821904802,872,5,79,35,0.515247191128588,"Co_Occurence","MAP3K1, SYNE2","5/114"
"RYR2","PIK3CA",0.379141402398679,1.32016450162032,622,22,314,33,0.516260079518899,"Co_Occurence","PIK3CA, RYR2","22/347"
"FAT3","KMT2C",0.388339332818425,1.50967403507918,870,5,80,36,0.526490418680078,"Co_Occurence","FAT3, KMT2C","5/116"
"CDH1","USH2A",0.392685589740734,1.43617449146486,818,9,42,122,0.530083139498831,"Co_Occurence","CDH1, USH2A","9/164"
"PIK3CA","LRP2",0.399296908999614,1.31416276358253,631,16,24,320,0.533924932670697,"Co_Occurence","LRP2, PIK3CA","16/344"
"PIK3CA","RUNX1",0.399296908999614,1.31416276358253,631,16,24,320,0.533924932670697,"Co_Occurence","PIK3CA, RUNX1","16/344"
"PIK3CA","FAT3",0.400657269476091,0.705362922019924,625,11,30,325,0.533924932670697,"Mutually_Exclusive","FAT3, PIK3CA","11/355"
"RUNX1","MUC17",0.412285986120037,0,908,0,43,40,0.54708862277075,"Mutually_Exclusive","MUC17, RUNX1","0/83"
"MAP3K1","ZFHX4",0.421433841318817,0.467478882067288,862,2,45,82,0.55577512101022,"Mutually_Exclusive","MAP3K1, ZFHX4","2/127"
"PIK3CA","TTN",0.422389091967767,1.15869426950995,548,62,107,274,0.55577512101022,"Co_Occurence","PIK3CA, TTN","62/381"
"NCOR1","MAP3K1",0.428787824870492,0.436751217146635,859,2,82,48,0.561828910993831,"Mutually_Exclusive","MAP3K1, NCOR1","2/130"
"SYNE1","MAP3K1",0.443483328988193,1.40697255874135,860,6,78,47,0.578657788345763,"Co_Occurence","MAP3K1, SYNE1","6/125"
"NCOR1","RUNX1",0.448858727277293,1.55866171012275,904,3,37,47,0.583236391992324,"Co_Occurence","NCOR1, RUNX1","3/84"
"SPTA1","DMD",0.452698900349318,1.53747171018491,904,3,41,43,0.585790502522409,"Co_Occurence","DMD, SPTA1","3/84"
"FAT3","GATA3",0.468070854611965,0.536080198705062,828,3,122,38,0.6031840909948,"Mutually_Exclusive","FAT3, GATA3","3/160"
"TP53","KMT2C",0.475439250392715,0.826977221269543,591,26,59,315,0.610163309025558,"Mutually_Exclusive","KMT2C, TP53","26/374"
"FLG","RUNX1",0.489529503291751,1.3732796092905,898,3,37,53,0.625676768010929,"Co_Occurence","FLG, RUNX1","3/90"
"ZFHX4","GATA3",0.502328883192028,0.632963421085314,823,4,121,43,0.637276443263065,"Mutually_Exclusive","GATA3, ZFHX4","4/164"
"SPTA1","GATA3",0.502683658445905,0.648809337950324,824,4,121,42,0.637276443263065,"Mutually_Exclusive","GATA3, SPTA1","4/163"
"RUNX1","HMCN1",0.507380507216591,0.39503958037017,893,1,58,39,0.640631953556302,"Mutually_Exclusive","HMCN1, RUNX1","1/97"
"USH2A","GATA3",0.514022036444079,1.30829638355066,823,8,117,43,0.646405981443762,"Co_Occurence","GATA3, USH2A","8/160"
"PIK3CA","DMD",0.516666328880031,1.23921956854016,628,17,27,319,0.647127165430901,"Co_Occurence","DMD, PIK3CA","17/346"
"MUC16","GATA3",0.523913285387011,0.759356440684093,777,10,115,89,0.653584437858047,"Mutually_Exclusive","GATA3, MUC16","10/204"
"CDH1","FLG",0.540697280629608,1.27573214268087,813,9,47,122,0.671840557442356,"Co_Occurence","CDH1, FLG","9/169"
"MUC17","MAP3K1",0.573024884035284,0.515438231104543,866,2,82,41,0.709189212914955,"Mutually_Exclusive","MAP3K1, MUC17","2/123"
"SPTA1","MAP3K1",0.583105213790705,1.33639196897581,866,5,79,41,0.718818064337654,"Co_Occurence","MAP3K1, SPTA1","5/120"
"FAT3","MUC16",0.593852024916335,1.26444801567913,856,5,94,36,0.72918961802104,"Co_Occurence","FAT3, MUC16","5/130"
"NCOR1","KMT2C",0.609598202893966,1.19560202486814,861,5,80,45,0.73716541688586,"Co_Occurence","KMT2C, NCOR1","5/125"
"TTN","GATA3",0.612544745113364,0.85572950701596,716,19,106,150,0.73716541688586,"Mutually_Exclusive","GATA3, TTN","19/256"
"MAP3K1","CDH1",0.61318664067813,0.77231899773363,785,9,122,75,0.73716541688586,"Mutually_Exclusive","CDH1, MAP3K1","9/197"
"TP53","SYNE2",0.613332719211597,0.810385273714929,622,12,28,329,0.73716541688586,"Mutually_Exclusive","SYNE2, TP53","12/357"
"PTEN","MAP3K1",0.614345592515701,0.635061139701952,857,3,81,50,0.73716541688586,"Mutually_Exclusive","MAP3K1, PTEN","3/131"
"KMT2C","CDH1",0.614501091516053,0.761195756111727,784,9,122,76,0.73716541688586,"Mutually_Exclusive","CDH1, KMT2C","9/198"
"NF1","GATA3",0.620239377115216,1.27238997002958,833,6,119,33,0.738727072733136,"Co_Occurence","GATA3, NF1","6/152"
"PIK3CA","MUC17",0.625139584301768,1.16277142802783,628,16,27,320,0.738727072733136,"Co_Occurence","MUC17, PIK3CA","16/347"
"LRP2","GATA3",0.626135964414894,1.23351806503965,832,6,119,34,0.738727072733136,"Co_Occurence","GATA3, LRP2","6/153"
"RUNX1","GATA3",0.626135964414894,1.23351806503965,832,6,119,34,0.738727072733136,"Co_Occurence","GATA3, RUNX1","6/153"
"HMCN1","MAP3K1",0.627622520994072,1.23918638972939,854,6,78,53,0.738727072733136,"Co_Occurence","HMCN1, MAP3K1","6/131"
"NEB","GATA3",0.640899179205562,1.16225468008818,830,6,119,36,0.751523427773876,"Co_Occurence","GATA3, NEB","6/155"
"MUC17","CDH1",0.643839940272241,0.663273173134404,821,4,127,39,0.752149462934861,"Mutually_Exclusive","CDH1, MUC17","4/166"
"SYNE2","RUNX1",0.67369802059852,1.26421064464744,913,2,38,38,0.784099185985242,"Co_Occurence","RUNX1, SYNE2","2/76"
"DMD","RUNX1",0.696504530582415,1.13893893064432,909,2,38,42,0.805159703843275,"Co_Occurence","DMD, RUNX1","2/80"
"FAT3","MUC17",0.696946239646738,1.13680449851031,909,2,41,39,0.805159703843275,"Co_Occurence","FAT3, MUC17","2/80"
"MAP3K1","MUC16",0.706267820076572,0.80550015744369,815,7,92,77,0.81292336564983,"Mutually_Exclusive","MAP3K1, MUC16","7/169"
"RUNX1","ZFHX4",0.714276604158487,1.05960971529851,906,2,45,38,0.819124546053311,"Co_Occurence","RUNX1, ZFHX4","2/83"
"RUNX1","RYR2",0.720605915233365,0.426186634373395,897,1,54,39,0.823361420513443,"Mutually_Exclusive","RUNX1, RYR2","1/93"
"FLG","MUC17",0.730003419882696,1.26617592525629,895,3,40,53,0.831060359611448,"Co_Occurence","FLG, MUC17","3/93"
"DMD","FLG",0.733258351529679,1.23395184577185,894,3,53,41,0.8317358796843,"Co_Occurence","DMD, FLG","3/94"
"NCOR1","TP53",0.762182087267479,0.892033572882894,616,16,325,34,0.859019651034573,"Mutually_Exclusive","NCOR1, TP53","16/359"
"PIK3CA","USH2A",0.7628094501187,0.885807015122695,620,16,35,320,0.859019651034573,"Mutually_Exclusive","PIK3CA, USH2A","16/355"
"PTEN","TP53",0.768072851056482,0.894975973661869,614,17,324,36,0.861841170395514,"Mutually_Exclusive","PTEN, TP53","17/360"
"FAT3","MAP3K1",0.77197235484594,1.17547084078925,870,4,80,37,0.863117570266033,"Co_Occurence","FAT3, MAP3K1","4/117"
"HMCN1","PIK3CA",0.778024627714455,1.08236682806822,617,21,315,38,0.86678323051967,"Co_Occurence","HMCN1, PIK3CA","21/353"
"USH2A","KMT2C",0.795431431810549,1.16827666787922,860,5,80,46,0.883027788422013,"Co_Occurence","KMT2C, USH2A","5/126"
"MAP3K1","RYR2",0.803530179266039,1.0847488213246,857,5,50,79,0.888860817772168,"Co_Occurence","MAP3K1, RYR2","5/129"
"CDH1","FAT3",0.812848901166322,1.1312467761706,825,6,35,125,0.893365425551163,"Co_Occurence","CDH1, FAT3","6/160"
"MUC17","GATA3",0.813319883421778,1.12950560996767,829,6,119,37,0.893365425551163,"Co_Occurence","GATA3, MUC17","6/156"
"NCOR1","CDH1",0.830721074922339,1.07252040238502,817,7,124,43,0.902574207248163,"Co_Occurence","CDH1, NCOR1","7/167"
"TTN","RUNX1",0.833031251677909,0.853252525134158,788,6,34,163,0.902574207248163,"Mutually_Exclusive","RUNX1, TTN","6/197"
"SYNE1","CDH1",0.835654200803688,0.830444825543914,813,6,125,47,0.902574207248163,"Mutually_Exclusive","CDH1, SYNE1","6/172"
"RYR2","GATA3",0.835944433547748,0.840818375699574,817,6,119,49,0.902574207248163,"Mutually_Exclusive","GATA3, RYR2","6/168"
"FLG","GATA3",0.836144745594698,0.823009270738946,816,6,119,50,0.902574207248163,"Mutually_Exclusive","FLG, GATA3","6/169"
"HMCN1","GATA3",0.839268350147902,1.09260141265407,815,8,117,51,0.902827399040342,"Co_Occurence","GATA3, HMCN1","8/168"
"NF1","TP53",0.864240376928693,1.07026115248213,625,14,327,25,0.92450211814839,"Co_Occurence","NF1, TP53","14/352"
"GATA3","KMT2C",0.865333982586893,1.03268695118897,792,11,74,114,0.92450211814839,"Co_Occurence","GATA3, KMT2C","11/188"
"NEB","TP53",0.869015670827975,1.06162507436204,623,15,326,27,0.925272221920757,"Co_Occurence","NEB, TP53","15/353"
"SPTA1","PIK3CA",0.874690600966467,1.04160652456199,625,16,320,30,0.928152165711447,"Co_Occurence","PIK3CA, SPTA1","16/350"
"PTEN","PIK3CA",0.881713066054564,0.916389899370553,619,17,319,36,0.932437675607619,"Mutually_Exclusive","PIK3CA, PTEN","17/355"
"LRP2","CDH1",1,0.935421614708416,825,5,126,35,1,"Mutually_Exclusive","CDH1, LRP2","5/161"
"LRP2","MAP3K1",1,0.870967870118355,870,3,81,37,1,"Mutually_Exclusive","LRP2, MAP3K1","3/118"
"RUNX1","MAP3K1",1,0.870967870118355,870,3,81,37,1,"Mutually_Exclusive","MAP3K1, RUNX1","3/118"
"KMT2C","SPTA1",1,1.01585836579332,864,4,42,81,1,"Co_Occurence","KMT2C, SPTA1","4/123"
"MUC16","TP53",1,0.996745929920955,585,34,307,65,1,"Mutually_Exclusive","MUC16, TP53","34/372"
"DMD","GATA3",1,0.883673954998334,827,5,120,39,1,"Mutually_Exclusive","DMD, GATA3","5/159"
"DMD","KMT2C",1,0.772053693987062,865,3,82,41,1,"Mutually_Exclusive","DMD, KMT2C","3/123"
"FLG","MAP3K1",1,0.822283981775968,855,4,80,52,1,"Mutually_Exclusive","FLG, MAP3K1","4/132"
"CDH1","ZFHX4",1,0.958862870782394,819,6,41,125,1,"Mutually_Exclusive","CDH1, ZFHX4","6/166"
"RUNX1","SPTA1",1,0.516530769622005,906,1,45,39,1,"Mutually_Exclusive","RUNX1, SPTA1","1/84"
"GATA3","SYNE2",1,0.989296050549782,831,5,35,120,1,"Mutually_Exclusive","GATA3, SYNE2","5/155"
"RYR2","CDH1",1,0.955008302967227,812,7,124,48,1,"Mutually_Exclusive","CDH1, RYR2","7/172"
"NEB","MAP3K1",1,0.824489616022322,868,3,81,39,1,"Mutually_Exclusive","MAP3K1, NEB","3/120"
"GATA3","PTEN",1,0.878720630844889,819,6,47,119,1,"Mutually_Exclusive","GATA3, PTEN","6/166"
"RUNX1","PTEN",1,0.928857231610744,900,2,51,38,1,"Mutually_Exclusive","PTEN, RUNX1","2/89"
"RUNX1","SYNE1",1,0.928857231610744,900,2,51,38,1,"Mutually_Exclusive","RUNX1, SYNE1","2/89"
"NF1","RUNX1",1,0.616283835304668,913,1,39,38,1,"Mutually_Exclusive","NF1, RUNX1","1/77"
